DrawNo,Number1,Number2,Number3,Number4,Number5,Number6,Bonus,1st Prize,2nd Prize,3rd Prize,4th Prize,5th Prize
686,7,12,15,24,25,43,13,15500253752,1937531719,2583375660,71760435,2583377388
687,1,8,10,13,28,42,45,16320175878,2720029313,2720029322,71579719,2720030460
688,5,15,22,23,34,35,2,17707830750,1967536750,2951305159,55685003,2951306505
689,7,17,19,30,36,38,34,16252431377,2321775911,2708738604,61562241,2708738712
690,24,25,33,34,38,39,43,16897614375,1126507625,2816269096,82831444,2816269724
691,15,27,33,35,43,45,16,17035780500,2839296750,2839296758,91590218,2839297216
692,3,11,14,15,32,36,44,16108915879,2301273697,2684819324,61018621,2684820960
693,1,6,11,28,34,42,30,16427638130,1642763813,2737939688,63673016,2737940256
694,7,15,20,25,33,43,12,15550363880,1555036388,2591727372,33227274,2591727354
695,4,18,26,33,34,38,14,15952363130,1450214830,2658727236,40283746,2658729109
696,1,7,16,18,34,38,21,16320544130,1632054413,2720090692,61820243,2720092130
697,2,5,8,11,33,39,31,15314430380,1531443038,2552405130,28360057,2552405620
698,3,11,13,21,33,37,18,15368673000,1921084125,2561445504,53363448,2561445648
699,4,5,8,16,21,29,3,15963291000,1995411375,2660548500,53210970,2660550095
700,11,23,28,29,30,44,13,16656793504,2082099188,2776132263,67710543,2776133228
701,3,10,14,16,36,38,35,15831831750,1583183175,2638638640,65965966,2638639500
702,3,13,16,24,26,29,9,16116005257,1465091387,2686000904,58391324,2686000884
703,10,28,31,33,41,44,21,16178920500,3235784100,2696486790,52872290,2696487003
704,1,4,8,23,33,42,45,15460761376,3865190344,2576793565,54825395,2576793828
705,1,6,17,22,28,45,23,15948826128,3987206532,2658137692,54247708,2658138665
706,3,4,6,10,28,30,37,15326984252,3831746063,2554497384,50088184,2554497588
707,2,12,19,24,39,44,35,15866007756,1322167313,2644334648,35734252,2644335278
708,2,10,16,19,34,45,1,16398208876,4099552219,2733034824,52558362,2733035088
709,10,18,30,36,39,44,32,16313802750,1165271625,2718967152,61794708,2718967840
710,3,4,9,24,25,33,10,14477205750,2895441150,2412867627,42331011,2412869030
711,11,15,24,35,37,45,42,15941893506,2277413358,2656982284,60385961,2656983440
712,17,20,30,31,33,45,19,16137940500,4034485125,2689656780,57226740,2689657432
713,2,5,15,18,19,23,44,15432488253,1714720917,2572081400,51441628,2572081965
714,1,7,22,33,37,40,20,14595922131,2085131733,2432653696,52883776,2432655347
715,2,7,27,33,41,44,10,15633062628,2605510438,2605510446,42713286,2605511570
716,2,6,13,16,29,30,21,16305025884,1358752157,2717504335,77642981,2717504328
717,2,11,19,25,28,32,44,16214602128,2702433688,2702433730,57498590,2702435610
718,4,11,20,23,32,39,40,15744829888,926166464,2624138368,41002162,2624139088
719,4,8,13,19,20,43,26,16916232006,1879581334,2819372054,48609863,2819372580
720,1,12,29,34,36,37,41,17272785012,1233770358,2878797506,77805338,2878798916
721,1,28,35,41,43,44,31,18190138880,2273767360,3031689840,75792246,3031690671
722,12,14,21,30,39,43,45,17461690876,4365422719,2910281816,63266996,2910282488
723,20,30,33,35,36,44,22,16914922880,2114365360,2819153840,70478846,2819155413
724,2,8,33,35,37,41,14,17133477756,1427789813,2855579650,51919630,2855581209
725,6,7,19,21,41,43,38,17371389750,1579217250,2895231631,61600673,2895232685
726,1,11,21,23,34,44,24,16336216876,1166872634,2722702864,48619694,2722703157
727,7,8,10,19,21,31,20,15611508388,1115107742,2601918135,29907105,2601919680
728,3,6,10,30,34,37,36,16217322000,3243464400,2702887040,48265840,2702887992
729,11,17,21,26,36,45,16,16793002876,4198250719,2798833835,79966681,2798835000
730,4,10,14,15,18,22,39,16139056880,2017382110,2689842825,59774285,2689843259
731,2,7,13,25,42,45,39,16383297378,2340471054,2730549600,60678880,2730550248
732,2,4,5,17,27,32,43,15422894256,2203270608,2570482395,57121831,2570483322
733,11,24,32,33,35,40,13,16066900500,4016725125,2677816794,46979242,2677817824
734,6,16,37,38,41,45,18,17544559500,1949395500,2924093268,81224813,2924093706
735,5,10,13,27,37,41,4,18472315880,1847231588,3078719350,61574387,3078719878
736,2,11,17,18,21,27,6,16986811125,3397362225,2831135220,52428430,2831136750
737,13,15,18,24,27,41,11,17132244000,4283061000,2855374032,59486959,2855374314
738,23,27,28,38,42,43,36,17976102001,1634191091,2996017008,62417021,2996017600
739,7,22,29,33,34,35,30,18976489128,4744122282,3162748230,70283294,3162748968
740,4,8,9,16,17,19,31,16864736256,936929792,2810789385,65367195,2810790596
741,5,21,27,34,44,45,16,18261575628,3043595938,3043595940,55338108,3043596833
742,8,10,13,36,37,40,6,17789037008,1111814813,2964839504,67382716,2964839820
743,15,19,21,34,41,44,10,18260487000,2608641000,3043414510,66161185,3043414514
744,10,15,18,21,34,41,43,17331173625,1155411575,2888528974,47352934,2888531506
745,1,2,3,9,12,23,10,14936459640,746822982,2489410000,22631000,2489412224
746,3,12,33,36,42,45,25,18347613381,2038623709,3057935566,52723027,3057936336
747,7,9,12,14,23,28,17,17128931256,1903214584,2854821908,48386812,2854822032
748,3,10,13,22,31,32,29,17354218878,1928246542,2892369862,49023218,2892371014
749,12,14,24,26,34,45,41,17551357135,1350104395,2925226240,45706660,2925227010
750,1,2,15,19,24,36,12,17654730002,2522104286,2942455032,66873978,2942455326
751,3,4,16,20,28,44,17,16783744880,2097968110,2797290843,40540447,2797292030
752,4,16,20,33,40,43,7,16833229506,1870358834,2805538275,37407177,2805538776
753,2,17,19,24,37,41,3,16266630378,2711105063,2711105078,46743191,2711106342
754,2,8,17,24,29,31,32,17137710000,3427542000,2856285000,57125700,2856285632
755,13,14,26,28,30,36,37,17715418128,2214427266,2952569718,54677217,2952570105
756,10,14,16,18,27,28,4,17072173500,3414434700,2845362293,53686081,2845362636
757,6,7,11,17,33,44,1,15536637018,739839858,2589439524,38079993,2589440461
758,5,9,12,30,39,43,24,16631759632,2078969954,2771959995,43999365,2771960170
759,9,33,36,40,42,43,32,18196023000,3032670500,3032670520,68924330,3032670930
760,10,22,27,31,42,43,12,18026395128,2253299391,3004399215,66764427,3004400718
761,4,7,11,24,42,45,30,16749113626,2392730518,2791518964,53683057,2791519062
762,1,3,12,21,26,41,16,16314320630,1631432063,2719053488,51302896,2719053484
763,3,8,16,32,34,43,10,17105040000,2138130000,2850840000,63352000,2850840114
764,7,22,24,31,34,36,15,17219828255,2459975465,2869971412,65226623,2869971624
765,1,3,8,12,42,43,33,16638213750,1109214250,2773035648,51352512,2773035699
766,9,30,34,35,39,41,21,17389098376,2173637297,2898183072,70687392,2898183324
767,5,15,20,31,34,42,22,17456530875,1163768725,2909421846,63248301,2909422680
768,7,27,29,30,38,44,4,17726439380,1363572260,2954406613,55743521,2954408009
769,5,7,11,16,41,45,4,17376840378,1930760042,2896140115,52657093,2896141554
770,1,9,12,23,39,43,34,17304794632,2163099329,2884132500,38455100,2884134364
771,6,10,17,18,21,29,30,17450579628,4362644907,2908429986,59355714,2908431136
772,5,6,11,14,21,41,32,17696088380,1769608838,2949348081,55648077,2949349864
773,8,12,19,21,31,35,44,17703433880,1609403080,2950572346,50871937,2950573734
774,12,15,18,28,34,42,9,18806936632,1709721512,3134489460,52241491,3134490000
775,11,12,29,33,38,42,17,17352188250,3470437650,2892031407,78163011,2892031848
776,8,9,18,21,28,40,20,17903055751,2557579393,2983842650,59676853,2983843176
777,6,12,17,21,34,37,18,17502828756,833468036,2917138158,44199063,2917138438
778,6,21,35,36,37,41,11,18792208500,6264069500,3132034796,46746788,3132035049
779,6,12,19,24,34,41,4,16804802256,1527709296,2800800420,42436370,2800801934
780,15,17,19,21,27,45,16,18342721507,1667520137,3057120270,67936006,3057120392
781,11,16,18,19,24,39,43,16946023878,1882891542,2824337360,54314180,2824338587
782,6,18,31,34,38,45,20,17518388625,1946487625,2919731444,59586356,2919732309
783,14,15,16,17,38,45,36,18415858500,4603964625,3069309780,85258605,3069311049
784,3,10,23,24,31,39,22,17178102000,1908678000,2863017039,56137589,2863018042
785,4,6,15,25,26,33,40,17319736128,2886622688,2886622695,52484049,2886623460
786,12,15,16,20,24,30,38,18205461000,4551365250,3034243584,31606704,3034245120
787,5,6,13,16,27,28,9,18552649878,3092108313,3092108325,60629575,3092108881
788,2,10,11,19,35,39,29,18219177002,1401475154,3036529510,43378993,3036531688
789,2,6,7,12,19,45,38,17114652375,1140976825,2852442110,40749173,2852442701
790,3,8,19,27,30,41,12,18568260384,1160516274,3094710067,52452713,3094712298
791,2,10,12,31,33,42,32,17543146502,1253081893,2923857750,76943625,2923857790
792,2,7,19,25,29,36,16,18590157376,2655736768,3098359615,47667071,3098360738
793,10,15,21,35,38,43,31,18750733875,3750146775,3125122354,51231514,3125123982
794,6,7,18,19,30,38,13,18556582128,2650940304,3092763690,68728082,3092764917
795,3,10,13,26,34,38,36,18864747000,1714977000,3144124532,50711686,3144125991
796,1,21,26,36,40,41,5,19344432380,2763490340,3224072104,70088524,3224073851
797,5,22,31,32,39,45,36,19176225000,2397028125,3196037502,94001103,3196037788
798,2,10,14,22,32,36,41,18975543377,2710791911,3162590580,52709843,3162591396
799,12,17,23,34,42,45,33,18264272250,1826427225,3044045424,54357954,3044046354
800,1,4,10,12,28,45,26,17954708255,1632246205,2992451418,58675518,2992453385
801,17,25,28,37,43,44,2,18054293256,2256786657,3009048909,59000959,3009050722
802,10,11,12,18,24,42,27,17327167888,1082947993,2887861336,43102408,2887861707
803,5,9,14,26,30,43,2,18319051125,3663810225,3053175200,61063504,3053175546
804,1,10,13,26,32,36,9,17951961753,1631996523,2991993655,61061095,2991994880
805,3,12,13,18,31,32,42,17064247876,4266061969,2844041321,53661157,2844042725
806,14,20,23,31,37,38,27,18485326125,2640760875,3080887734,54050662,3080888250
807,6,10,18,25,34,35,33,17063636254,2437662322,2843939417,48202363,2843940435
808,15,21,31,32,41,43,24,18525723000,3087620500,3087620510,67122185,3087620982
809,6,11,15,17,23,40,39,17528236500,2921372750,2921372776,52167371,2921374405
810,5,10,13,21,39,43,11,17852784376,2231598047,2975464064,46491626,2975464225
811,8,11,19,21,36,45,25,17669037379,2524148197,2944839583,60098767,2944841607
812,1,3,12,14,16,43,10,17687728500,2947954750,2947954768,43352276,2947954880
813,11,30,34,35,42,44,27,18367052628,4591763157,3061175461,71190127,3061177200
814,2,21,28,38,42,45,30,18403152378,3067192063,3067192076,58984463,3067193727
815,17,21,25,26,27,36,4,18058987506,2579855358,3009831279,77175161,3009832813
816,12,18,19,29,31,39,7,17024863504,2128107938,2837477269,42350407,2837477808
817,3,9,12,13,25,43,34,16816296006,1868477334,2802716046,51902149,2802716972
818,14,15,25,28,29,30,3,17950456134,1380804318,2991742689,76711351,2991743145
819,16,25,33,38,40,45,15,18161743880,2594534840,3026957360,61774640,3026958095
820,10,21,22,30,35,42,6,18509254128,4627313532,3084875700,51414595,3084877110
821,1,12,13,24,29,44,16,18426183384,1316155956,3071030600,55836920,3071031600
822,9,18,20,24,27,36,12,17792695875,5930898625,2965449386,37537334,2965449621
823,12,18,24,26,39,40,15,18088595253,2009843917,3014765912,49422392,3014766256
824,7,9,24,29,34,38,26,18849698250,1256646550,3141616422,61600322,3141617076
825,8,15,21,31,33,38,42,19904526756,1658710563,3317421156,62592852,3317421185
826,13,16,24,25,33,36,42,18676728756,2075192084,3112788145,66229535,3112789608
827,5,11,12,29,33,44,14,18097505625,1206500375,3016250958,65570673,3016252562
828,4,7,13,29,31,39,18,18917417636,1455185972,3152902988,50853274,3152903280
829,4,5,31,35,43,45,29,19557205128,2444650641,3259534230,72434094,3259534223
830,5,6,16,18,37,38,17,18544758750,2060528750,3090793200,38634915,3090794616
831,3,10,16,19,31,39,9,17771236128,1110702258,2961872690,48555290,2961872760
832,13,14,19,26,40,43,30,18793841256,2088204584,3132306900,52205115,3132307750
833,12,18,30,39,41,42,19,18850538256,2356317282,3141756419,59278423,3141756555
834,6,8,18,35,42,43,3,18597630381,1690693671,3099605068,65949044,3099606468
835,9,10,13,28,38,45,35,18505216875,1233681125,3084202838,53175911,3084203514
836,1,9,11,14,26,28,19,17609811380,1257843670,2934968586,47338203,2934969900
837,2,25,28,30,33,45,6,18866694750,3144449125,3144449131,66903173,3144450176
838,9,14,17,33,36,38,20,19068665250,3813733050,3178110900,46736925,3178112040
839,3,9,11,12,13,19,35,17672913752,1359454904,2945485632,61364284,2945486232
840,2,4,11,28,29,43,27,20429617880,2042961788,3404936358,66763458,3404937900
841,5,11,14,30,33,38,24,18973627138,1116095714,3162271200,35934900,3162272610
842,14,26,32,36,39,42,38,20354750250,2035475025,3392458398,80772819,3392459654
843,19,21,30,33,34,42,4,20064850500,4012970100,3344141788,64310419,3344142802
844,7,8,13,15,33,45,18,20933343756,1162963542,3488890679,47793023,3488892480
845,1,16,29,33,40,45,6,20803389002,1891217182,3467231544,61914849,3467233096
846,5,18,30,41,43,45,13,20759497135,1596884395,3459916197,50143713,3459916329
847,12,16,26,28,30,42,22,20166773256,2520846657,3361128880,84028222,3361130703
848,1,2,16,22,38,39,34,21081066006,3011580858,3513511008,83655024,3513511749
849,5,13,17,29,34,39,3,19690299011,1158252883,3281716536,58602081,3281716656
850,16,20,24,28,36,39,5,20265527250,3377587875,3377587895,61410689,3377588662
851,14,18,22,26,31,44,40,19869538504,2483692313,3311589750,47308425,3311589897
852,11,17,28,30,33,35,9,19206173628,4801543407,3201028984,47776552,3201030264
853,2,8,23,26,27,44,13,20195047502,2885006786,3365841330,37398237,3365842380
854,20,25,31,32,36,43,3,20530240500,3421706750,3421706772,77766063,3421708040
855,8,15,17,19,43,44,7,20425594500,2269510500,3404265796,55807636,3404267508
856,10,24,40,41,43,44,17,19889637750,3977927550,3314939643,62546031,3314941058
857,6,10,16,28,34,38,43,19273731375,1284915425,3212288572,51811106,3212288838
858,9,13,32,38,39,43,23,19821127131,2202347459,3303521208,80573688,3303522425
859,8,22,35,38,39,41,24,20393202379,1853927489,3398867103,66644453,3398868210
860,4,8,18,25,27,32,42,18798998250,1879899825,3133166404,50534942,3133167687
861,11,17,19,21,22,25,24,19488435376,4872108844,3248072620,49970348,3248073744
862,10,34,38,40,42,43,32,19718304381,2190922709,3286384101,52164827,3286384590
863,16,21,28,35,39,43,12,19973501254,2853357322,3328916928,52014327,3328917408
864,3,7,10,13,25,36,32,18882090007,1716553637,3147015040,49172110,3147016215
865,3,15,22,32,33,45,2,20172478885,1551729145,3362079864,64655382,3362079924
866,9,15,29,34,37,39,12,20163681000,2240409000,3360613516,49420787,3360615280
867,14,17,19,22,24,40,41,19668776250,3933755250,3278129394,57511042,3278129550
868,12,17,28,41,43,44,25,19402825500,3233804250,3233804285,53013185,3233806096
869,2,6,20,27,37,39,4,19225825880,1922582588,3204304320,57219720,3204305520
870,21,25,30,32,40,42,31,19288429880,1928842988,3214738320,66973715,3214740207
871,2,6,12,26,30,34,38,19026499506,2718071358,3171083292,51984972,3171085394
872,2,4,30,32,33,43,29,20203289264,1262705579,3367214904,73200324,3367216638
873,3,5,12,13,33,39,38,18745532250,1874553225,3124255376,45944932,3124255500
874,1,15,19,23,28,42,32,20108230506,1117123917,3351371772,49284879,3351373760
875,19,22,30,34,39,44,36,19823254136,1415946724,3303875718,100117446,3303876798
876,5,16,21,26,34,42,24,20722499264,1090657856,3453749906,58538134,3453752058
877,5,17,18,22,23,43,12,20599286256,1716607188,3433214400,45776192,3433214939
878,2,6,11,16,25,31,3,19247961000,3207993500,3207993540,46492660,3207993699
879,1,4,10,14,15,35,20,19238167878,3206361313,3206361389,41641057,3206362986
880,7,17,19,23,24,45,38,19864673255,2837810465,3310778900,63668825,3310780044
881,4,18,20,26,27,32,9,20025698256,2503212282,3337616390,49815170,3337616458
882,18,34,39,43,44,45,23,20636352000,4127270400,3439392000,78168000,3439393212
883,9,18,32,33,37,44,22,20407792875,1360519525,3401298875,52327675,3401300700
884,4,14,23,28,37,45,17,21588927384,1799077282,3598154614,48623711,3598155966
885,1,3,24,27,39,45,31,20069823384,1543832568,3344970608,59731618,3344972623
886,19,23,28,37,42,45,2,20822506502,2974643786,3470417760,58820640,3470418740
887,8,14,17,27,36,45,10,20282149504,2535268688,3380358300,51217550,3380359668
888,3,7,12,31,34,38,32,18962873632,2370359204,3160478960,53567440,3160479542
889,3,13,29,38,39,42,26,21089869500,2108986950,3514978260,58582971,3514979594
890,1,4,14,18,29,37,6,21019375503,2335486167,3503229290,60400505,3503231424
891,9,13,28,31,39,41,19,21578717629,3082673947,3596453014,46707182,3596455121
892,4,9,17,18,26,42,36,21794296888,1282017464,3632382858,46569011,3632384322
893,1,15,17,23,25,41,10,21396902625,2377433625,3566150474,61485353,3566152360
894,19,32,37,40,41,43,45,21401423631,2377935959,3566903984,63694714,3566905524
895,16,26,31,38,39,41,23,23136950628,1928079219,3856158478,66485491,3856160000
896,5,12,25,26,38,45,23,21372554252,3053222036,3562092386,77436791,3562093458
897,6,7,12,22,26,36,29,21058992760,1619922520,3509832152,56610196,3509832700
898,18,21,28,35,37,42,17,21114505880,2639313235,3519084352,62840792,3519087120
899,8,19,20,21,33,39,37,20156136378,3359356063,3359356081,63384077,3359357934
900,7,13,16,18,35,38,14,20099108250,3349851375,3349851411,65683361,3349851750
901,5,18,20,23,30,34,21,20411772003,2267974667,3401962051,50775553,3401961996
902,7,19,23,24,36,39,30,21051127877,1619317529,3508521330,52365990,3508522452
903,2,15,16,21,22,28,45,21899568756,1684582212,3649928170,74488330,3649930308
904,2,6,8,26,43,45,11,21744622504,2718077813,3624103836,39392433,3624105087
905,3,4,16,27,38,40,20,21125037752,3017862536,3520839630,45725190,3520840734
906,2,5,14,28,31,32,20,22253465250,2472607250,3708910926,58871602,3708911138
907,21,27,29,38,40,44,37,22155413252,3165059036,3692568923,55112969,3692569500
908,3,16,21,22,23,44,30,22678849128,2834856141,3779808225,66312425,3779809422
909,7,24,29,30,34,35,33,22231691625,2021062875,3705282000,58814000,3705282708
910,1,11,17,27,35,39,31,19767643875,941316375,3294607320,45758435,3294608442
911,4,5,12,14,32,42,35,21135386250,2113538625,3522564402,60733869,3522565665
912,5,8,18,21,22,38,10,20909008134,1493500581,3484834710,49783353,3484835964
913,6,14,16,21,27,37,40,21420089632,1338755602,3570014976,54091136,3570015436
914,16,19,24,33,42,44,27,21450061127,1950005557,3575010230,65000186,3575011055
915,2,6,11,13,22,37,14,21111843000,3518640500,3518640531,55851437,3518641224
916,6,21,22,32,35,36,17,22279227751,2025384341,3713204670,53045781,3713206224
917,1,3,23,24,27,43,34,21447996380,2144799638,3574666075,76056725,3574666860
918,7,11,12,31,33,38,5,20117207628,1117622646,3352867982,38986837,3352870440
919,9,14,17,18,42,44,35,21525752250,4305150450,3587625384,64064739,3587627736
920,2,3,26,33,34,43,29,21841821379,3120260197,3640303569,68684973,3640303980
921,5,7,12,22,28,41,1,20953747885,1232573405,3492291384,48504047,3492293886
922,2,6,13,17,27,43,36,20507427000,3417904500,3417904558,38403422,3417904548
923,3,17,18,23,36,41,26,21340437000,2667554625,3556739536,63513206,3556741320
924,3,11,34,42,43,44,13,21441876003,2382430667,3573646068,51791972,3573646874
925,13,24,32,34,39,42,4,21252966384,1771080532,3542161072,52090604,3542162310
926,10,16,18,20,25,31,6,20324906630,2032490663,3387484440,47048395,3387485161
927,4,15,22,38,41,43,26,22285223250,3714203875,3714203934,58955618,3714206076
928,3,4,10,20,28,44,30,21942139506,3134591358,3657023316,45148436,3657023279
929,7,9,12,15,19,23,4,20928562512,1308035157,3488093791,38330701,3488095516
930,8,21,25,38,39,44,28,22659350632,2832418829,3776558445,68664699,3776559232
931,14,15,23,25,35,43,32,23656864504,2957108063,3942810756,73015014,3942812588
932,1,6,15,36,37,38,5,23730160881,3390022983,3955026816,61797294,3955027780
933,23,27,29,31,36,45,37,23422376632,2927797079,3903729480,61963960,3903731505
934,1,3,30,33,36,39,12,23063091376,5765772844,3843848580,58240130,3843848960
935,4,10,20,32,38,44,18,22243720512,1711055424,3707286840,30894057,3707288536
936,7,11,13,17,18,29,43,20888968506,1492069179,3481494786,45214218,3481495584
937,2,10,13,22,29,40,26,22642629009,2058420819,3773771526,66206518,3773773840
938,4,8,10,16,31,36,9,22494665630,2249466563,3749110976,58579859,3749112087
939,4,11,28,39,42,45,6,22208719507,1708363039,3701453257,55245571,3701455020
940,3,15,20,22,24,41,11,22768568632,2846071079,3794761488,74407088,3794763137
941,12,14,25,27,39,40,35,21556758752,1347297422,3592793151,41296473,3592796175
942,10,12,18,35,42,43,39,22570081878,3761680313,3761680364,72340007,3761682773
943,1,8,13,36,44,45,39,24045315756,3435045108,4007552658,54156117,4007554326
944,2,13,16,19,32,33,42,25503872628,1961836356,4250645481,53805639,4250648448
945,9,10,15,30,33,37,26,22952208383,1765554491,3825368104,53878424,3825369570
946,9,18,19,30,34,40,20,23734218002,2157656182,3955703017,55714127,3955703079
947,3,8,17,20,27,35,26,22965403500,1275855750,3827567262,65992539,3827567342
948,13,18,30,31,38,41,5,24074035876,2188548716,4012339320,44581548,4012339520
949,14,21,35,36,40,44,30,24585697130,2458569713,4097616250,63040250,4097617288
950,3,4,15,22,28,40,10,26255364000,3281920500,4375894017,65311851,4375894614
951,2,12,30,31,39,43,38,24465737254,1747552661,4077622944,56633652,4077625644
952,4,12,22,24,33,41,38,24423298506,2713699834,4070549829,43769353,4070552082
953,7,9,22,27,37,42,34,22968904126,1640636009,3828150780,37530890,3828153168
954,1,9,26,28,30,41,32,24787959000,2478795900,4131326528,64551977,4131326788
955,4,9,23,26,29,33,8,24278042256,2023170188,4046340410,56990710,4046340650
956,10,11,20,21,25,41,40,22252809381,2022982671,3708801600,27270600,3708802718
957,4,15,24,35,36,40,1,23392975507,2126634137,3898829274,63915234,3898830915
958,2,9,10,16,35,37,1,23941795125,1596119675,3990299235,59556705,3990299820
959,1,14,15,24,40,41,35,24122503128,3015312891,4020417225,53605563,4020418764
960,2,18,24,30,32,45,14,24011332130,2401133213,4001888688,71462298,4001890578
961,11,20,29,31,33,42,43,23177080881,2575231209,3862846830,52915710,3862847296
962,1,18,28,31,34,43,40,23290873128,1940906094,3881812230,53175510,3881813676
963,6,12,19,23,34,42,35,22147171875,1476478125,3691195380,54282285,3691198105
964,6,21,36,38,39,43,30,23458610630,2345861063,3909768460,75187855,3909770107
965,2,13,25,28,29,36,34,23823442503,3403348929,3970573766,86316821,3970575336
966,1,21,25,29,34,37,36,24113035130,2411303513,4018839200,80376784,4018841232
967,1,6,13,37,38,40,9,23239104376,5809776094,3873184107,56133103,3873184425
968,2,5,12,14,24,39,33,21680485879,1667729683,3613414318,37251694,3613416428
969,3,9,10,29,40,45,7,22988557880,1149427894,3831426368,68418328,3831428381
970,9,11,16,21,28,36,5,22561616630,1611544045,3760269456,43221488,3760271150
971,2,6,17,18,21,26,7,22355281500,3725880250,3725880266,60094843,3725880525
972,3,6,17,23,37,39,26,22497724880,1124886244,3749620880,46870261,3749622290
973,22,26,31,37,41,42,24,23301942000,2912742750,3883657008,92468024,3883658269
974,1,2,11,16,39,44,32,22389586891,1317034523,3731597826,56539361,3731598044
975,7,8,9,17,22,24,5,21963693375,2440410375,3660615612,60010092,3660616932
976,4,12,14,25,35,37,2,22707070505,3243867215,3784511793,54847997,3784514495
977,2,9,10,14,22,44,16,23378682754,1669905911,3896447136,47517648,3896448566
978,1,7,15,32,34,42,8,23733913880,2373391388,3955652330,56509319,3955653936
979,7,11,16,21,27,33,24,22489607252,1606400518,3748267891,47446429,3748268154
980,3,13,16,23,24,35,14,23866102505,3409443215,3977683780,56824054,3977685113
981,27,36,37,41,43,45,32,25907221509,1992863193,4317870310,66428774,4317870584
982,5,7,13,20,21,44,33,24189045376,3023630672,4031507619,49771699,4031508432
983,13,23,26,31,35,43,15,25034222250,2503422225,4172370384,53491928,4172372160
984,3,10,23,35,36,37,18,24171043876,3453006268,4028507328,62945427,4028509144
985,17,21,23,30,34,44,19,24347529750,2434752975,4057921638,65450349,4057923049
986,7,10,16,28,41,42,40,23752751250,2375275125,3958791900,56554170,3958792614
987,2,4,15,23,29,38,7,23787116250,2378711625,3964519405,54308485,3964520840
988,2,13,20,30,31,41,27,24106404375,2678489375,4017734073,65864493,4017734675
989,17,18,21,27,29,33,26,23307074252,5826768563,3884512401,61658927,3884513152
990,2,4,25,26,36,37,28,24361333878,1740095277,4060222320,72503970,4060223416
991,13,18,25,31,33,44,38,23233328256,2904166032,3872221430,35202013,3872223242
992,12,20,26,33,44,45,24,23843466756,1986955563,3973911180,68515710,3973911228
993,6,14,16,18,24,42,44,23947182378,3991197063,3991197070,57017101,3991197924
994,1,3,8,24,27,35,28,22338984756,1861582063,3723164130,53188059,3723166037
995,1,4,13,29,38,39,7,24130903125,3447271875,4021817214,58287206,4021819452
996,6,11,15,24,32,39,28,26841343878,1491185771,4473557374,52018109,4473560465
997,4,7,14,16,24,44,20,23821241640,1253749560,3970206945,46708317,3970206968
998,13,17,18,20,42,45,41,24917995884,2076499657,4152999334,78358478,4153001392
999,1,3,9,14,18,28,34,24212396640,1513274790,4035399481,60229843,4035400398
1000,2,8,19,22,32,42,39,27430031640,1246819620,4571672005,41941945,4571672364
1001,6,10,12,14,20,42,15,24927355128,2077279594,4154559222,62947867,4154559530
1002,17,25,33,35,38,45,15,24707596504,3088449563,4117932780,48446268,4117935468
1003,1,4,29,39,43,45,31,25355635508,1811116822,4225939278,64029383,4225941753
1004,7,15,30,37,39,44,18,25762519130,2576251913,4293753240,63143430,4293754255
1005,8,13,18,24,27,29,17,24734392128,2061199344,4122398700,49076175,4122399724
1006,8,11,15,16,17,37,36,25700419125,2855602125,4283403215,65898511,4283404866
1007,8,11,16,19,21,25,40,24469077375,2718786375,4078179630,58259709,4078182240
1008,9,11,30,31,41,44,33,24941157010,2267377910,4156859534,42854222,4156862310
1009,15,23,29,34,40,44,20,25536942375,1702462825,4256157084,61683436,4256157192
1010,9,12,15,25,34,36,3,24955040632,3119380079,4159173480,63017780,4159174608
1011,1,9,12,26,35,38,42,24423833632,2220348512,4070638964,53561039,4070640452
1012,5,11,18,20,35,45,3,24205276134,1861944318,4034212696,53081746,4034214954
1013,21,22,26,34,36,41,32,25237853625,5047570725,4206308943,53244417,4206310020
1014,3,11,14,18,26,27,21,24104493380,2410449338,4017415566,58223414,4017417635
1015,14,23,31,33,37,40,44,24408844880,3051105610,4068140868,39883734,4068141120
1016,15,26,28,34,41,42,44,24867267381,2260660671,4144544580,60949185,4144546348
1017,12,18,22,23,30,34,32,24623793754,3517684822,4103965670,58628081,4103967076
1018,3,19,21,25,37,45,35,24723489376,12361744688,4120581566,66460993,4120583537
1019,1,4,13,17,34,39,6,21928257000,438565140,3654709500,48729460,3654712782
1020,12,27,29,38,41,45,6,25563609760,1966431520,4260601653,55332489,4260602637
1021,12,15,17,24,29,45,16,25307547000,2108962250,4217924536,75320081,4217925127
1022,5,6,11,29,42,45,28,24332340375,4866468075,4055390073,64371271,4055391060
1023,10,14,16,18,29,35,25,24711100875,2745677875,4118516856,57201623,4118518278
1024,9,18,20,22,38,44,10,24162588000,3020323500,4027098033,63922191,4027099176
1025,8,9,20,25,29,33,7,24475413376,6118853344,4079235564,59119356,4079236672
1026,5,12,13,31,32,41,34,24286777125,1619118475,4047796252,53260477,4047798902
1027,14,16,27,35,39,45,5,24605043380,2460504338,4100840594,49407718,4100841000
1028,5,7,12,13,18,35,23,23624702640,1181235132,3937450517,43268687,3937450680
1029,12,30,32,37,39,41,24,25278484500,2527848450,4213080792,67952916,4213083132
1030,2,5,11,17,24,29,9,24251723633,1276406507,4041953968,38864942,4041954290
1031,6,7,22,32,35,36,19,25711660504,3213957563,4285276800,66957450,4285278977
1032,1,6,12,19,36,42,28,26752575380,2675257538,4458762630,49541807,4458763098
