region,price,area,purpose
8,270000000,1,3
8,950000000,2,1
8,208000000,1,3
8,908000000,2,1
8,238000000,1,3
8,238000000,1,3
8,950000000,2,1
8,238000000,1,3
8,238000000,1,3
8,195000000,1,3
8,600000000,2,4
8,135500000,1,2
8,199200000,1,3
8,228000000,1,3
8,640000000,2,1
8,373000000,1,1
8,300000000,1,2
8,225000000,1,3
8,137000000,1,2
8,225000000,1,3
8,452000000,1,1
8,258000000,1,3
8,655000000,2,1
8,322000000,1,3
8,685000000,2,1
8,440000000,1,3
8,240000000,1,3
8,440000000,1,3
8,220000000,1,3
8,170000000,1,2
8,600000000,2,1
8,458000000,1,1
8,460000000,1,1
8,368000000,1,3
8,460000000,1,1
8,258000000,1,3
8,200000000,1,3
8,340000000,1,3
8,305000000,1,3
8,1200000000,2,1
8,800000000,2,1
8,652500000,2,1
8,220000000,1,3
8,275000000,1,2
8,278000000,1,3
8,295000000,1,3
8,110000000,1,2
8,1200000000,2,1
8,959420000,2,4
8,390000000,1,3
8,780000000,2,1
8,780000000,2,1
8,320000000,1,3
8,295000000,1,3
8,848000000,2,1
8,580000000,2,1
8,650000000,2,1
8,180000000,1,2
8,325000000,1,3
8,710000000,2,1
8,815000000,2,1
8,858000000,2,1
8,640000000,2,1
8,300000000,1,3
8,250000000,1,3
8,286000000,1,3
8,1200000000,2,1
8,400000000,1,1
8,140000000,1,2
8,372000000,1,3
8,390000000,1,1
8,99000000,1,2
8,250000000,1,3
8,569000000,2,1
8,435000000,1,3
8,395000000,1,3
8,605000000,2,1
8,300000000,1,3
8,295000000,1,3
8,535000000,2,1
8,605000000,2,1
8,458000000,1,1
8,516000000,2,1
8,440000000,1,1
8,347000000,1,3
8,524500000,2,1
8,1790000000,3,4
8,568500000,2,1
8,320000000,1,3
8,330000000,1,1
8,369000000,1,3
8,325000000,1,3
8,210000000,1,3
8,290000000,1,3
8,218000000,1,3
8,270000000,1,3
8,540000000,2,1
8,370000000,1,3
8,540000000,2,1
8,1155000000,2,1
8,210000000,1,3
8,430000000,1,1
8,255000000,1,3
8,358000000,1,3
8,302500000,1,3
8,690000000,2,1
8,318000000,1,3
8,710000000,2,1
8,365000000,1,1
8,325000000,1,3
8,245000000,1,3
8,365000000,1,1
8,815000000,2,1
8,590000000,2,1
8,675000000,2,1
8,169500000,1,2
8,439000000,1,2
8,170000000,1,2
8,210000000,1,3
8,125000000,1,3
8,125000000,1,3
8,185000000,1,2
8,590000000,2,1
8,510000000,2,1
8,460000000,1,1
8,266000000,1,3
8,249000000,1,3
8,275000000,1,3
8,550000000,2,2
8,270000000,1,3
8,229000000,1,3
8,220000000,1,3
8,245000000,1,3
8,290000000,1,3
8,230000000,1,3
8,810000000,2,1
8,240000000,1,3
8,190000000,1,3
8,915000000,2,1
8,253500000,1,3
8,290000000,1,3
8,325000000,1,3
8,647000000,2,1
8,987000000,2,1
8,490000000,1,3
8,515000000,2,1
8,245000000,1,3
8,298000000,1,3
8,835000000,2,1
8,515000000,2,1
8,340000000,1,3
8,176000000,1,2
8,254000000,1,3
8,345000000,1,3
8,247000000,1,3
8,400000000,1,1
8,174500000,1,3
8,280000000,1,3
8,190000000,1,2
8,90000000,1,2
8,171000000,1,3
8,265000000,1,3
8,905000000,2,1
8,150000000,1,2
8,830000000,2,1
8,848000000,2,1
8,190000000,1,3
8,182620000,1,2
8,105000000,1,2
8,92000000,1,1
8,130000000,1,2
8,200000000,1,3
8,305000000,1,1
8,130000000,1,2
8,332000000,1,3
8,274000000,1,3
8,429000000,1,1
8,880000000,2,1
8,350000000,1,2
8,350000000,1,2
8,705000000,2,1
8,215000000,1,3
8,680000000,2,1
8,275000000,1,3
8,449000000,1,1
8,586770000,2,1
8,200000000,1,3
8,560000000,2,1
8,430000000,1,1
8,240000000,1,3
8,328000000,1,1
8,288000000,1,3
8,163000000,1,3
8,185000000,1,3
8,509000000,2,1
8,178000000,1,2
8,658840000,2,2
8,658840000,2,2
8,658840000,2,2
8,644800000,2,2
8,650520000,2,2
8,658840000,2,2
8,655200000,2,2
8,648440000,2,2
8,655200000,2,2
8,275000000,1,1
8,625560000,2,2
8,646880000,2,2
8,633880000,2,2
8,624520000,2,2
8,658840000,2,2
8,624520000,2,2
8,639080000,2,2
8,250000000,1,3
8,644800000,2,2
8,639080000,2,2
8,655200000,2,2
8,654160000,2,2
8,625560000,2,2
8,664560000,2,2
8,639080000,2,2
8,648440000,2,2
8,654160000,2,2
8,621400000,2,2
8,654680000,2,2
8,639080000,2,2
8,600000000,2,1
8,620000000,2,1
8,664560000,2,2
8,651560000,2,2
8,654680000,2,2
8,650520000,2,2
8,661440000,2,2
8,640640000,2,2
8,208000000,1,3
8,658840000,2,2
8,648440000,2,2
8,631800000,2,2
8,651560000,2,2
8,655200000,2,2
8,657800000,2,2
8,648440000,2,2
8,661440000,2,2
8,295000000,1,3
8,200000000,1,1
8,600000000,2,1
8,560000000,2,1
8,290000000,1,3
8,523000000,2,1
8,350000000,1,3
8,410000000,1,1
8,250000000,1,3
8,210000000,1,3
8,207000000,1,3
8,230000000,1,3
8,180000000,1,2
8,525000000,2,1
8,210000000,1,3
8,245000000,1,3
8,220000000,1,3
8,560000000,2,4
8,412690000,1,2
8,140000000,1,2
8,220000000,1,3
8,295000000,1,3
8,120000000,1,2
8,455000000,1,3
8,235000000,1,3
8,235000000,1,3
8,1030000000,2,4
8,1030000000,2,4
8,630000000,2,1
8,675000000,2,1
8,165000000,1,2
8,622000000,2,1
8,135000000,1,2
8,620000000,2,1
8,126000000,1,1
8,297000000,1,3
8,245000000,1,3
8,460000000,1,1
8,130000000,1,3
8,940000000,2,1
8,1050000000,2,1
8,559000000,2,1
8,829000000,2,1
8,329000000,1,3
8,270000000,1,3
8,710000000,2,1
8,243000000,1,3
8,637000000,2,1
8,226000000,1,3
8,710000000,2,1
8,315000000,1,3
8,360000000,1,1
8,370000000,1,1
8,190000000,1,3
8,570000000,2,1
8,360000000,1,3
8,113000000,1,3
8,630000000,2,1
8,210000000,1,3
8,138000000,1,2
8,640000000,2,1
8,290000000,1,3
8,1400000000,3,4
8,185000000,1,2
8,298000000,1,3
8,630000000,2,1
8,190000000,1,3
8,280000000,1,3
8,430000000,1,1
8,1200000000,2,4
8,299000000,1,3
8,340000000,1,1
8,370000000,1,3
8,713000000,2,1
8,219000000,1,3
8,585000000,2,1
8,220000000,1,3
8,679000000,2,1
8,290000000,1,3
8,590000000,2,1
8,460000000,1,1
8,725000000,2,4
8,205000000,1,3
8,647000000,2,1
8,1045000000,2,1
8,93000000,1,2
8,340000000,1,3
8,360000000,1,2
8,360000000,1,2
8,425000000,1,1
8,502000000,2,1
8,264000000,1,3
8,295000000,1,3
8,220000000,1,3
8,180000000,1,3
8,220000000,1,3
8,110000000,1,2
8,630000000,2,1
8,280000000,1,3
8,291000000,1,3
8,450000000,1,1
8,217000000,1,3
8,670000000,2,1
8,385000000,1,3
8,160000000,1,2
8,310000000,1,3
8,452000000,1,1
8,327000000,1,3
8,599000000,2,1
8,200000000,1,3
8,268000000,1,3
8,280000000,1,3
8,400000000,1,4
8,232500000,1,3
8,370000000,1,3
8,281000000,1,3
8,200000000,1,3
8,530000000,2,1
8,480000000,1,1
8,599000000,2,1
8,113000000,1,2
8,685000000,2,1
8,114000000,1,2
8,470000000,1,1
8,675000000,2,1
8,285000000,1,3
8,160000000,1,3
8,240000000,1,3
8,453000000,1,3
8,283000000,1,3
8,210000000,1,3
8,190000000,1,2
8,298000000,1,3
8,202000000,1,3
8,110000000,1,2
8,110000000,1,2
8,275000000,1,3
8,268000000,1,3
8,120000000,1,2
8,650000000,2,3
8,600000000,2,1
8,800000000,2,1
8,810000000,2,3
8,240000000,1,3
8,220000000,1,3
8,588000000,2,1
8,995000000,2,1
8,478000000,1,1
8,343000000,1,3
8,280000000,1,3
8,215500000,1,3
8,343000000,1,3
8,360000000,1,3
8,210000000,1,3
8,215500000,1,3
8,215500000,1,3
8,695000000,2,1
8,110000000,1,2
8,515320000,2,2
8,529880000,2,2
8,491400000,1,2
8,513760000,2,2
8,523640000,2,2
8,524680000,2,2
8,482560000,1,2
8,513760000,2,2
8,523640000,2,2
8,534560000,2,2
8,486200000,1,2
8,512720000,2,2
8,524680000,2,2
8,500760000,2,2
8,524680000,2,2
8,1130000000,2,4
8,494520000,1,2
8,484120000,1,2
8,515320000,2,2
8,486200000,1,2
8,491400000,1,2
8,468520000,1,2
8,515320000,2,2
8,495560000,1,2
8,512720000,2,2
8,475800000,1,2
8,510640000,2,2
8,529880000,2,2
8,524680000,2,2
8,253500000,1,3
8,524680000,2,2
8,529880000,2,2
8,491400000,1,2
8,494520000,1,2
8,515320000,2,2
8,482560000,1,2
8,491400000,1,2
8,499720000,1,2
8,534560000,2,2
8,491400000,1,2
8,534560000,2,2
8,491400000,1,2
8,515320000,2,2
8,512720000,2,2
8,513760000,2,2
8,534560000,2,2
8,534560000,2,2
8,523640000,2,2
8,491400000,1,2
8,529880000,2,2
8,534560000,2,2
8,520000000,2,2
8,534560000,2,2
8,491400000,1,2
8,487240000,1,2
8,491400000,1,2
8,515320000,2,2
8,486200000,1,2
8,486200000,1,2
8,505440000,2,2
8,512720000,2,2
8,435000000,1,1
8,485160000,1,2
8,529880000,2,2
8,500760000,2,2
8,529880000,2,2
8,495560000,1,2
8,515320000,2,2
8,468520000,1,2
8,515320000,2,2
8,524680000,2,2
8,529880000,2,2
8,503880000,2,2
8,515320000,2,2
8,495560000,1,2
8,512720000,2,2
8,500760000,2,2
8,495560000,1,2
8,472160000,1,2
8,515320000,2,2
8,512720000,2,2
8,512720000,2,2
8,475800000,1,2
8,534560000,2,2
8,488800000,1,2
8,515320000,2,2
8,500760000,2,2
8,505440000,2,2
8,515320000,2,2
8,505440000,2,2
8,529880000,2,2
8,524680000,2,2
8,475800000,1,2
8,489840000,1,2
8,174000000,1,2
8,520000000,2,2
8,524680000,2,2
8,485160000,1,2
8,524680000,2,2
8,488800000,1,2
8,491400000,1,2
8,524680000,2,2
8,482560000,1,2
8,529880000,2,2
8,500760000,2,2
8,515320000,2,2
8,515320000,2,2
8,515320000,2,2
8,489840000,1,2
8,1000000000,2,4
8,529880000,2,2
8,529880000,2,2
8,529880000,2,2
8,491400000,1,2
8,534560000,2,2
8,495560000,1,2
8,529880000,2,2
8,515320000,2,2
8,515320000,2,2
8,495560000,1,2
8,524680000,2,2
8,512720000,2,2
8,475800000,1,2
8,500760000,2,2
8,511160000,2,2
8,476320000,1,2
8,515320000,2,2
8,515320000,2,2
8,524680000,2,2
8,495560000,1,2
8,515320000,2,2
8,475800000,1,2
8,512720000,2,2
8,482560000,1,2
8,529880000,2,2
8,495560000,1,2
8,513760000,2,2
8,524680000,2,2
8,500760000,2,2
8,468520000,1,2
8,494520000,1,2
8,489840000,1,2
8,534560000,2,2
8,468520000,1,2
8,505440000,2,2
8,505440000,2,2
8,529880000,2,2
8,505440000,2,2
8,491400000,1,2
8,515320000,2,2
8,495560000,1,2
8,482560000,1,2
8,524680000,2,2
8,505440000,2,2
8,510640000,2,2
8,520000000,2,2
8,524680000,2,2
8,495560000,1,2
8,499720000,1,2
8,491400000,1,2
8,482560000,1,2
8,515320000,2,2
8,515320000,2,2
8,495560000,1,2
8,524680000,2,2
8,495560000,1,2
8,475800000,1,2
8,495560000,1,2
8,524680000,2,2
8,499720000,1,2
8,495560000,1,2
8,473200000,1,2
8,482560000,1,2
8,494520000,1,2
8,515320000,2,2
8,505440000,2,2
8,529880000,2,2
8,524680000,2,2
8,491400000,1,2
8,515320000,2,2
8,505440000,2,2
8,515320000,2,2
8,512720000,2,2
8,488800000,1,2
8,520000000,2,2
8,491400000,1,2
8,505440000,2,2
8,524680000,2,2
8,512720000,2,2
8,529880000,2,2
8,491400000,1,2
8,474760000,1,2
8,491400000,1,2
8,512720000,2,2
8,500760000,2,2
8,513760000,2,2
8,495560000,1,2
8,489840000,1,2
8,499720000,1,2
8,505440000,2,2
8,491400000,1,2
8,499720000,1,2
8,473200000,1,2
8,515320000,2,2
8,505440000,2,2
8,512720000,2,2
8,534560000,2,2
8,529880000,2,2
8,520000000,2,2
8,515320000,2,2
8,515320000,2,2
8,489840000,1,2
8,524680000,2,2
8,510640000,2,2
8,880000000,2,1
8,484120000,1,2
8,512720000,2,2
8,495560000,1,2
8,475800000,1,2
8,500760000,2,2
8,475800000,1,2
8,473200000,1,2
8,468520000,1,2
8,512720000,2,2
8,534560000,2,2
8,473200000,1,2
8,524680000,2,2
8,534560000,2,2
8,495560000,1,2
8,500760000,2,2
8,534560000,2,2
8,495560000,1,2
8,495560000,1,2
8,505440000,2,2
8,512720000,2,2
8,508560000,2,2
8,500760000,2,2
8,499720000,1,2
8,524680000,2,2
8,510640000,2,2
8,512720000,2,2
8,491400000,1,2
8,505440000,2,2
8,494520000,1,2
8,513760000,2,2
8,505440000,2,2
8,491400000,1,2
8,484120000,1,2
8,495560000,1,2
8,505440000,2,2
8,505440000,2,2
8,503880000,2,2
8,491400000,1,2
8,523640000,2,2
8,529880000,2,2
8,510640000,2,2
8,495560000,1,2
8,473200000,1,2
8,491400000,1,2
8,523640000,2,2
8,473200000,1,2
8,534560000,2,2
8,486200000,1,2
8,473200000,1,2
8,500760000,2,2
8,495560000,1,2
8,475800000,1,2
8,505440000,2,2
8,534560000,2,2
8,500760000,2,2
8,505440000,2,2
8,524680000,2,2
8,491400000,1,2
8,481000000,1,2
8,475800000,1,2
8,512720000,2,2
8,500760000,2,2
8,515320000,2,2
8,494520000,1,2
8,529880000,2,2
8,486200000,1,2
8,513760000,2,2
8,505440000,2,2
8,494520000,1,2
8,515320000,2,2
8,503880000,2,2
8,512720000,2,2
8,486200000,1,2
8,475800000,1,2
8,500760000,2,2
8,486200000,1,2
8,505440000,2,2
8,512720000,2,2
8,534560000,2,2
8,495560000,1,2
8,505440000,2,2
8,511160000,2,2
8,489840000,1,2
8,491400000,1,2
8,476320000,1,2
8,520000000,2,2
8,515320000,2,2
8,524680000,2,2
8,510640000,2,2
8,495560000,1,2
8,512720000,2,2
8,515320000,2,2
8,515320000,2,2
8,515320000,2,2
8,500760000,2,2
8,106000000,1,2
8,488800000,1,2
8,515320000,2,2
8,524680000,2,2
8,512720000,2,2
8,529880000,2,2
8,512720000,2,2
8,524680000,2,2
8,512720000,2,2
8,495560000,1,2
8,529880000,2,2
8,524680000,2,2
8,474760000,1,2
8,529880000,2,2
8,529880000,2,2
8,534560000,2,2
8,510640000,2,2
8,523640000,2,2
8,500760000,2,2
8,491400000,1,2
8,491400000,1,2
8,495560000,1,2
8,505440000,2,2
8,515320000,2,2
8,524680000,2,2
8,512720000,2,2
8,529880000,2,2
8,500760000,2,2
8,534560000,2,2
8,499720000,1,2
8,494520000,1,2
8,512720000,2,2
8,511160000,2,2
8,491400000,1,2
8,520000000,2,2
8,524680000,2,2
8,524680000,2,2
8,472160000,1,2
8,475800000,1,2
8,529880000,2,2
8,524680000,2,2
8,534560000,2,2
8,534560000,2,2
8,515320000,2,2
8,524680000,2,2
8,515320000,2,2
8,512720000,2,2
8,473200000,1,2
8,524680000,2,2
8,491400000,1,2
8,515320000,2,2
8,505440000,2,2
8,500760000,2,2
8,513760000,2,2
8,512720000,2,2
8,500760000,2,2
8,500760000,2,2
8,515320000,2,2
8,524680000,2,2
8,500760000,2,2
8,468520000,1,2
8,482560000,1,2
8,508560000,2,2
8,475800000,1,2
8,500760000,2,2
8,529880000,2,2
8,495560000,1,2
8,515320000,2,2
8,266000000,1,3
8,524680000,2,2
8,529880000,2,2
8,511160000,2,2
8,488800000,1,2
8,481000000,1,2
8,475800000,1,2
8,503880000,2,2
8,730000000,2,1
8,285000000,1,3
8,430000000,1,1
8,430000000,1,1
8,212000000,1,3
8,105000000,1,1
8,720000000,2,1
8,770000000,2,1
8,120000000,1,2
8,670000000,2,1
8,160000000,1,2
8,120000000,1,2
8,678000000,2,1
8,240000000,1,3
8,298000000,1,3
8,240000000,1,3
8,660000000,2,1
8,200000000,1,3
8,408000000,1,1
8,522000000,2,1
8,200000000,1,3
8,320000000,1,2
8,822000000,2,1
8,265000000,1,3
8,880000000,2,1
8,655000000,2,1
8,369000000,1,2
8,172000000,1,3
8,347500000,1,3
8,439000000,1,2
8,320000000,1,3
8,307000000,1,3
8,380000000,1,3
8,72390000,1,3
8,585000000,2,1
8,245010000,1,3
8,500000000,1,1
8,220000000,1,3
8,200000000,1,3
8,440000000,1,1
8,916000000,2,1
8,298000000,1,3
8,340000000,1,3
8,83000000,1,3
8,290000000,1,3
8,300000000,1,3
8,272000000,1,3
8,439000000,1,2
8,248000000,1,3
8,1250000000,3,4
8,326000000,1,3
8,230000000,1,3
8,678000000,2,1
8,460000000,1,1
8,340000000,1,3
8,126000000,1,2
8,398000000,1,3
8,435000000,1,3
8,735000000,2,1
8,579000000,2,1
8,294000000,1,3
8,108000000,1,2
8,205000000,1,3
8,540000000,2,1
8,347000000,1,3
8,294000000,1,3
8,450000000,1,1
8,459000000,1,3
8,459000000,1,3
8,230000000,1,3
8,335000000,1,3
8,500000000,1,1
8,325000000,1,3
8,119000000,1,2
8,273000000,1,3
8,319000000,1,3
8,1050000000,2,1
8,295000000,1,1
8,273000000,1,3
8,400000000,1,1
8,510000000,2,1
8,500000000,1,1
8,235000000,1,3
8,200000000,1,3
8,165000000,1,2
8,268000000,1,1
8,130000000,1,3
8,106000000,1,2
8,720000000,2,1
8,238000000,1,3
8,121500000,1,2
8,270000000,1,2
8,495000000,1,1
8,268000000,1,3
8,610000000,2,1
8,180000000,1,3
8,320000000,1,1
8,205000000,1,2
8,615000000,2,1
8,205000000,1,2
8,220000000,1,3
8,300000000,1,3
8,1000000000,2,1
8,1000000000,2,1
8,640000000,2,1
8,515000000,2,1
8,280000000,1,3
8,290000000,1,3
8,295000000,1,3
8,149000000,1,2
8,280000000,1,3
8,198000000,1,3
8,210000000,1,3
8,600000000,2,4
8,200000000,1,1
8,600000000,2,4
8,305000000,1,3
8,220000000,1,1
8,280000000,1,3
8,508000000,2,1
8,448000000,1,1
8,650000000,2,1
8,110000000,1,2
8,205000000,1,3
8,348000000,1,4
8,300000000,1,3
8,278000000,1,3
8,1045000000,2,1
8,519000000,2,1
8,680000000,2,1
8,260000000,1,3
8,395000000,1,3
8,1144000000,2,4
8,280000000,1,3
8,217000000,1,3
8,225000000,1,3
8,847000000,2,1
8,339000000,1,3
8,700000000,2,1
8,228000000,1,3
8,190000000,1,3
8,285000000,1,3
8,133000000,1,3
8,135000000,1,2
8,270000000,1,3
8,780000000,2,1
8,200000000,1,3
8,275000000,1,3
8,240000000,1,3
8,285000000,1,3
8,185000000,1,2
8,286000000,1,3
8,130000000,1,2
8,250000000,1,3
8,140000000,1,2
8,293000000,1,3
8,545000000,2,1
8,539000000,2,1
8,250000000,1,3
8,250000000,1,3
8,262000000,1,3
8,285000000,1,3
8,395000000,1,1
8,400000000,1,3
8,695000000,2,1
8,220000000,1,3
8,390000000,1,3
8,500000000,1,1
8,700000000,2,1
8,333000000,1,3
8,858000000,2,1
8,377500000,1,3
8,369000000,1,3
8,377500000,1,3
8,338000000,1,3
8,340000000,1,3
8,350500000,1,3
8,219000000,1,3
8,343500000,1,3
8,400000000,1,3
8,354500000,1,3
8,340000000,1,3
8,350500000,1,3
8,185000000,1,3
8,343000000,1,3
8,260000000,1,3
8,266500000,1,3
8,259000000,1,3
8,226000000,1,3
8,265500000,1,3
8,261000000,1,3
8,265500000,1,3
8,259000000,1,3
8,261000000,1,3
8,266500000,1,3
8,263000000,1,3
8,267000000,1,3
8,264500000,1,3
8,271000000,1,3
8,260000000,1,3
8,267000000,1,3
8,271000000,1,3
8,290000000,1,3
8,293000000,1,3
8,480000000,1,1
8,353000000,1,3
8,378000000,1,1
8,240000000,1,3
8,305000000,1,3
8,170000000,1,3
8,427000000,1,1
8,260000000,1,3
8,472000000,1,1
8,290000000,1,3
8,665000000,2,1
8,790000000,2,1
8,900000000,2,1
8,320000000,1,1
8,180000000,1,2
8,140000000,1,3
8,598000000,2,1
8,615000000,2,1
8,250000000,1,3
8,700000000,2,1
8,237000000,1,3
8,208000000,1,3
8,160000000,1,3
8,496000000,1,1
8,615860000,2,4
8,1026350000,2,4
8,248000000,1,3
8,212000000,1,3
8,901960000,2,4
8,1420030000,3,4
8,270000000,1,3
8,130000000,1,3
8,250000000,1,2
8,289000000,1,3
8,198000000,1,3
8,227000000,1,3
8,280000000,1,1
8,300000000,1,3
8,640000000,2,1
8,345000000,1,1
8,575000000,2,4
8,575000000,2,4
8,348000000,1,3
8,180000000,1,3
8,150000000,1,2
8,260000000,1,3
8,270000000,1,3
8,180000000,1,3
8,200000000,1,3
8,110000000,1,3
8,170000000,1,3
8,390000000,1,1
8,600000000,2,1
8,400000000,1,3
8,557000000,2,1
8,250000000,1,3
8,140000000,1,1
8,225000000,1,3
8,110000000,1,2
8,590000000,2,1
8,175000000,1,3
8,260000000,1,3
8,310000000,1,3
8,225000000,1,3
8,229000000,1,3
8,225000000,1,3
8,570000000,2,1
8,335000000,1,3
8,427000000,1,1
8,590000000,2,1
8,273500000,1,3
8,380000000,1,3
8,289000000,1,3
8,264000000,1,3
8,247000000,1,2
8,256500000,1,3
8,224000000,1,3
8,219500000,1,3
8,244500000,1,2
8,260000000,1,3
8,219500000,1,2
8,247500000,1,2
8,213000000,1,2
8,240500000,1,3
8,251500000,1,3
8,217500000,1,2
8,245500000,1,3
8,238500000,1,3
8,255500000,1,3
8,251500000,1,3
8,245000000,1,2
8,215500000,1,2
8,253000000,1,3
8,247500000,1,2
8,217000000,1,3
8,245000000,1,2
8,245500000,1,3
8,200000000,1,3
8,480000000,1,1
8,249000000,1,3
8,249000000,1,3
8,260000000,1,2
8,155000000,1,2
8,560000000,2,1
8,150000000,1,3
8,435000000,1,1
8,298000000,1,3
8,165000000,1,2
8,245000000,1,3
8,758490000,2,4
8,650000000,2,1
8,284000000,1,3
8,595000000,2,1
8,620000000,2,1
8,170000000,1,3
8,230000000,1,3
8,250000000,1,3
8,380000000,1,1
8,253000000,1,3
8,365000000,1,1
8,500000000,1,1
8,90000000,1,2
8,370000000,1,3
8,249500000,1,3
8,562500000,2,1
8,119000000,1,1
8,265000000,1,3
9,260000000,1,2
9,850000000,2,1
9,515000000,2,1
9,719000000,2,1
9,107000000,1,2
9,271000000,1,1
9,853000000,2,1
9,149000000,1,2
9,367000000,1,1
9,580000000,2,1
9,449500000,1,1
9,418000000,1,1
9,725000000,2,1
9,570000000,2,1
9,230000000,1,1
9,850000000,2,1
9,885000000,2,1
9,775000000,2,1
9,243000000,1,3
9,525000000,2,1
9,580000000,2,1
9,170000000,1,2
9,670000000,2,1
9,620000000,2,1
9,435000000,1,1
9,670000000,2,1
9,419000000,1,1
9,530000000,2,1
9,630000000,2,1
9,610000000,2,1
9,700000000,2,1
9,790000000,2,1
9,643000000,2,1
9,470000000,1,3
9,1270000000,3,1
9,785000000,2,1
9,490000000,1,1
9,830000000,2,1
9,1320000000,3,1
9,320000000,1,2
9,1277500000,3,1
9,620000000,2,1
9,770000000,2,1
9,510000000,2,1
9,700000000,2,1
9,420000000,1,1
9,250000000,1,3
9,610000000,2,1
9,413000000,1,1
9,225000000,1,3
9,1180000000,2,1
9,142000000,1,3
9,420000000,1,1
9,160000000,1,3
9,380000000,1,1
9,660000000,2,1
9,455000000,1,1
9,500000000,1,1
9,208000000,1,1
9,863000000,2,1
9,665000000,2,1
9,460000000,1,1
9,300000000,1,1
9,1010000000,2,1
9,530000000,2,1
9,395000000,1,1
9,390000000,1,1
9,1000000000,2,1
9,880000000,2,1
9,483000000,1,1
9,1160000000,2,1
9,371000000,1,1
9,1108000000,2,1
9,940000000,2,1
9,525000000,2,1
9,968000000,2,1
9,827000000,2,1
9,700000000,2,1
9,790000000,2,1
9,670000000,2,1
9,420000000,1,1
9,765000000,2,1
9,300000000,1,1
9,520000000,2,1
9,890000000,2,1
9,540000000,2,1
9,830000000,2,1
9,300000000,1,1
9,750000000,2,1
9,430000000,1,1
9,575000000,2,1
9,458000000,1,1
9,520000000,2,1
9,267000000,1,3
9,550000000,2,1
9,435000000,1,1
9,470000000,1,1
9,410000000,1,1
9,485000000,1,1
9,745000000,2,1
9,895000000,2,1
9,385000000,1,1
9,650000000,2,1
9,1168000000,2,1
9,645000000,2,1
9,870000000,2,1
9,530000000,2,1
9,620000000,2,1
9,530000000,2,1
9,840000000,2,1
9,870000000,2,1
9,910000000,2,1
9,1150000000,2,1
9,780000000,2,1
9,590000000,2,1
9,515000000,2,1
9,1000000000,2,1
9,495000000,1,1
9,830000000,2,1
9,514500000,2,1
9,1040000000,2,1
9,510000000,2,1
9,395000000,1,1
9,518000000,2,1
9,530000000,2,1
9,410000000,1,1
9,900000000,2,1
9,480000000,1,1
9,738000000,2,1
9,380000000,1,1
9,350000000,1,1
9,500000000,1,1
9,500000000,1,1
9,795000000,2,1
9,990000000,2,1
9,499000000,1,1
9,570000000,2,1
9,620000000,2,1
9,500000000,1,1
9,590000000,2,1
9,500000000,1,1
9,546000000,2,1
9,245000000,1,3
9,690000000,2,1
9,650000000,2,1
9,670000000,2,1
9,282500000,1,3
9,490000000,1,1
9,400000000,1,3
9,247500000,1,3
9,578000000,2,1
9,700000000,2,1
9,380000000,1,1
9,995000000,2,1
9,725000000,2,1
9,745000000,2,1
9,740000000,2,4
9,405000000,1,1
9,270000000,1,2
9,1320000000,3,1
9,470000000,1,1
9,1140000000,2,1
9,900000000,2,1
9,900000000,2,1
9,747000000,2,1
9,430000000,1,1
9,970000000,2,1
9,485000000,1,1
9,535000000,2,1
9,470000000,1,1
9,800000000,2,1
9,1200000000,2,1
9,773000000,2,1
9,750000000,2,1
9,487000000,1,1
9,480000000,1,1
9,620000000,2,1
9,224000000,1,2
9,680000000,2,1
9,910000000,2,4
9,730000000,2,1
9,1070000000,2,4
9,1000000000,2,4
9,655000000,2,1
9,525000000,2,1
9,500000000,1,1
9,635000000,2,1
9,320000000,1,1
9,1050000000,2,1
9,573000000,2,1
9,310000000,1,3
9,530000000,2,1
9,490000000,1,1
9,390000000,1,1
9,669000000,2,1
9,380000000,1,1
9,680000000,2,1
9,870000000,2,1
9,975000000,2,1
9,845000000,2,1
9,503000000,2,1
9,498000000,1,1
9,389000000,1,1
9,524000000,2,1
9,545000000,2,1
9,370000000,1,1
9,663000000,2,1
9,368000000,1,1
9,720000000,2,1
9,905000000,2,1
9,515000000,2,1
9,515000000,2,1
9,570000000,2,1
9,500000000,1,1
9,700000000,2,1
9,340000000,1,1
9,895000000,2,1
9,775000000,2,1
9,713000000,2,1
9,510000000,2,1
9,1447000000,3,1
9,895000000,2,1
9,420000000,1,1
9,890000000,2,1
9,537000000,2,1
9,302000000,1,3
9,885000000,2,1
9,635000000,2,1
9,390000000,1,1
9,700000000,2,1
9,474500000,1,1
9,341600000,1,3
9,449000000,1,1
9,363000000,1,1
9,440000000,1,1
9,518000000,2,1
9,360000000,1,1
9,928000000,2,1
9,750000000,2,1
9,368000000,1,1
9,1090000000,2,1
9,250000000,1,4
9,527000000,2,1
9,697000000,2,1
9,845000000,2,1
9,590000000,2,1
9,750000000,2,1
9,510000000,2,1
9,750000000,2,1
9,657000000,2,1
9,334000000,1,1
9,745000000,2,1
9,628000000,2,1
9,530000000,2,1
9,535000000,2,1
9,485000000,1,1
9,428000000,1,1
9,555000000,2,1
9,280000000,1,3
9,570000000,2,1
9,536000000,2,1
9,678000000,2,1
9,420000000,1,1
9,118000000,1,1
9,550000000,2,4
9,750000000,2,1
9,310000000,1,1
9,310000000,1,1
9,895000000,2,1
9,1200000000,2,1
9,530000000,2,1
9,950000000,2,1
9,150000000,1,3
9,315000000,1,1
9,440000000,1,3
9,480000000,1,1
